 ,genotype,time_off_food,bends,omega,tail_touch,food,additive,note,date,plate,transfer_technique
JB,N2,5,5,,Y,tnaA,,,2021-07-07,41,
JB,N2,5,4,,Y,tnaA,,,2021-07-07,42,
JB,N2,5,4,,Y,tnaA,,,2021-07-07,42,
JB,N2,5,6,,Y,tnaA,,,2021-07-07,42,
JB,N2,5,4,,Y,tnaA,,,2021-07-07,42,
JB,N2,5,3,,Y,tnaA,,,2021-07-07,42,
JB,N2,5,2,,N,tnaA,,,2021-07-07,42,
JB,N2,5,2,,Y,tnaA,,,2021-07-07,42,
JB,N2,5,3,,Y,tnaA,,,2021-07-07,42,
JB,N2,5,2,,Y,tnaA,,,2021-07-07,42,
JB,N2,5,3,,Y,tnaA,,,2021-07-07,42,
JB,N2,5,3,,N,OP50,,,2021-07-08,43,
JB,N2,5,4,,Y,OP50,,,2021-07-08,43,
JB,N2,5,2,,Y,OP50,,,2021-07-08,43,
JB,N2,5,4,,N,OP50,,,2021-07-08,43,
JB,N2,5,2,,Y,OP50,,,2021-07-08,43,
JB,N2,5,4,,Y,OP50,,,2021-07-08,43,
JB,N2,5,4,,Y,OP50,,,2021-07-08,43,
JB,N2,5,2,,N,OP50,,,2021-07-08,43,
JB,N2,5,5,,N,OP50,,,2021-07-08,43,
JB,N2,5,5,,Y,OP50,,,2021-07-08,43,
JB,N2,5,4,,Y,OP50,,,2021-07-08,44,
JB,N2,5,6,,Y,OP50,,,2021-07-08,44,
JB,N2,5,3,,N,OP50,,,2021-07-08,44,
JB,N2,5,3,,N,OP50,,,2021-07-08,44,
JB,N2,5,3,,Y,OP50,,,2021-07-08,44,
JB,N2,5,1,,N,OP50,,,2021-07-08,44,
JB,N2,5,4,,Y,OP50,,,2021-07-08,44,
JB,N2,5,3,,N,OP50,,,2021-07-08,44,
JB,N2,5,2,,Y,OP50,,,2021-07-08,44,
JB,N2,5,3,,N,OP50,,,2021-07-08,44,
JB,daf-22,5,5,,Y,OP50,,,2021-07-08,45,
JB,daf-22,5,4,,Y,OP50,,,2021-07-08,45,
JB,daf-22,5,6,,N,OP50,,,2021-07-08,45,
JB,daf-22,5,7,,Y,OP50,,,2021-07-08,45,
JB,daf-22,5,5,,N,OP50,,,2021-07-08,45,
JB,daf-22,5,4,,Y,OP50,,,2021-07-08,45,
JB,daf-22,5,5,,N,OP50,,,2021-07-08,45,
JB,daf-22,5,4,,N,OP50,,,2021-07-08,45,
JB,daf-22,5,2,,N,OP50,,,2021-07-08,45,
JB,daf-22,5,3,,N,OP50,,,2021-07-08,45,
JB,daf-22,5,4,,N,OP50,,,2021-07-08,46,
JB,daf-22,5,2,,Y,OP50,,,2021-07-08,46,
JB,daf-22,5,4,,Y,OP50,,,2021-07-08,46,
JB,daf-22,5,5,,N,OP50,,,2021-07-08,46,
JB,daf-22,5,6,,Y,OP50,,,2021-07-08,46,
JB,daf-22,5,4,,N,OP50,,,2021-07-08,46,
JB,daf-22,5,3,,N,OP50,,,2021-07-08,46,
JB,daf-22,5,5,,Y,OP50,,,2021-07-08,46,
JB,daf-22,5,5,,Y,OP50,,,2021-07-08,46,
JB,daf-22,5,6,,Y,OP50,,,2021-07-08,46,
JB,cest-1.2,5,3,,Y,OP50,,,2021-07-08,47,
JB,cest-1.2,5,5,,Y,OP50,,,2021-07-08,47,
JB,cest-1.2,5,2,,Y,OP50,,,2021-07-08,47,
JB,cest-1.2,5,2,,Y,OP50,,,2021-07-08,47,
JB,cest-1.2,5,5,,Y,OP50,,,2021-07-08,47,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-08,47,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-08,47,
JB,cest-1.2,5,5,,Y,OP50,,,2021-07-08,47,
JB,cest-1.2,5,2,,Y,OP50,,,2021-07-08,47,
JB,cest-1.2,5,2,,Y,OP50,,,2021-07-08,47,
JB,cest-1.2,5,4,,N,OP50,,,2021-07-08,48,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-08,48,
JB,cest-1.2,5,5,,Y,OP50,,,2021-07-08,48,
JB,cest-1.2,5,3,,N,OP50,,,2021-07-08,48,
JB,cest-1.2,5,3,,N,OP50,,,2021-07-08,48,
JB,cest-1.2,5,4,,N,OP50,,,2021-07-08,48,
JB,cest-1.2,5,3,,N,OP50,,,2021-07-08,48,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-08,48,
JB,cest-1.2,5,5,,Y,OP50,,,2021-07-08,48,
JB,cest-1.2,5,5,,Y,OP50,,,2021-07-08,48,
JB,N2,5,4,,Y,OP50,TA,,2021-07-08,49,
JB,N2,5,3,,Y,OP50,TA,,2021-07-08,49,
JB,N2,5,3,,Y,OP50,TA,,2021-07-08,49,
JB,N2,5,2,,N,OP50,TA,,2021-07-08,49,
JB,N2,5,5,,Y,OP50,TA,,2021-07-08,49,
JB,N2,5,5,,N,OP50,TA,,2021-07-08,49,
JB,N2,5,3,,Y,OP50,TA,,2021-07-08,49,
JB,N2,5,2,,Y,OP50,TA,,2021-07-08,49,
JB,N2,5,7,,Y,OP50,TA,,2021-07-08,49,
JB,N2,5,3,,Y,OP50,TA,,2021-07-08,49,
JB,N2,5,5,,Y,OP50,TA,,2021-07-08,50,
JB,N2,5,4,,Y,OP50,TA,,2021-07-08,50,
JB,N2,5,2,,Y,OP50,TA,,2021-07-08,50,
JB,N2,5,2,,N,OP50,TA,,2021-07-08,50,
JB,N2,5,3,,Y,OP50,TA,,2021-07-08,50,
JB,N2,5,5,,N,OP50,TA,,2021-07-08,50,
JB,N2,5,4,,Y,OP50,TA,,2021-07-08,50,
JB,N2,5,2,,Y,OP50,TA,,2021-07-08,50,
JB,N2,5,2,,N,OP50,TA,,2021-07-08,50,
JB,cest-1.2,5,3,,Y,OP50,H2O,,2021-07-08,51,
JB,cest-1.2,5,3,,Y,OP50,H2O,,2021-07-08,51,
JB,cest-1.2,5,3,,Y,OP50,H2O,,2021-07-08,51,
JB,cest-1.2,5,2,,N,OP50,H2O,,2021-07-08,51,
JB,cest-1.2,5,2,,N,OP50,H2O,,2021-07-08,51,
JB,cest-1.2,5,3,,N,OP50,H2O,,2021-07-08,51,
JB,cest-1.2,5,4,,Y,OP50,H2O,,2021-07-08,51,
JB,cest-1.2,5,4,,Y,OP50,H2O,,2021-07-08,51,
JB,cest-1.2,5,4,,Y,OP50,H2O,,2021-07-08,51,
JB,cest-1.2,5,5,,Y,OP50,H2O,,2021-07-08,51,
JB,cest-1.2,5,5,,Y,OP50,H2O,,2021-07-08,52,
JB,cest-1.2,5,6,,N,OP50,H2O,,2021-07-08,52,
JB,cest-1.2,5,4,,Y,OP50,H2O,,2021-07-08,52,
JB,cest-1.2,5,4,,Y,OP50,H2O,,2021-07-08,52,
JB,cest-1.2,5,4,,Y,OP50,H2O,,2021-07-08,52,
JB,cest-1.2,5,2,,Y,OP50,H2O,,2021-07-08,52,
JB,cest-1.2,5,3,,Y,OP50,H2O,,2021-07-08,52,
JB,cest-1.2,5,4,,Y,OP50,H2O,,2021-07-08,52,
JB,cest-1.2,5,3,,Y,OP50,H2O,,2021-07-08,52,
JB,cest-1.2,5,3,,Y,OP50,H2O,,2021-07-08,52,
JB,N2,5,4,,Y,OP50,H2O,,2021-07-08,53,
JB,N2,5,2,,N,OP50,H2O,,2021-07-08,53,
JB,N2,5,4,,N,OP50,H2O,,2021-07-08,53,
JB,N2,5,4,,Y,OP50,H2O,,2021-07-08,53,
JB,N2,5,4,,N,OP50,H2O,,2021-07-08,53,
JB,N2,5,7,,Y,OP50,H2O,,2021-07-08,53,
JB,N2,5,4,,Y,OP50,H2O,,2021-07-08,53,
JB,N2,5,3,,N,OP50,H2O,,2021-07-08,53,
JB,N2,5,2,,Y,OP50,H2O,,2021-07-08,53,
JB,N2,5,2,,Y,OP50,H2O,,2021-07-08,53,
JB,N2,5,4,,Y,OP50,H2O,,2021-07-08,54,
JB,N2,5,4,,N,OP50,H2O,,2021-07-08,54,
JB,N2,5,4,,Y,OP50,H2O,,2021-07-08,54,
JB,N2,5,4,,Y,OP50,H2O,,2021-07-08,54,
JB,N2,5,3,,N,OP50,H2O,,2021-07-08,54,
JB,N2,5,2,,Y,OP50,H2O,,2021-07-08,54,
JB,N2,5,6,,Y,OP50,H2O,,2021-07-08,54,
JB,N2,5,2,,Y,OP50,H2O,,2021-07-08,54,
JB,N2,5,4,,N,OP50,H2O,,2021-07-08,54,
JB,cest-1.2,5,4,,Y,OP50,TA,,2021-07-08,55,
JB,cest-1.2,5,2,,Y,OP50,TA,,2021-07-08,55,
JB,cest-1.2,5,4,,Y,OP50,TA,,2021-07-08,55,
JB,cest-1.2,5,3,,Y,OP50,TA,,2021-07-08,55,
JB,cest-1.2,5,2,,Y,OP50,TA,,2021-07-08,55,
JB,cest-1.2,5,4,,Y,OP50,TA,,2021-07-08,55,
JB,cest-1.2,5,2,,Y,OP50,TA,,2021-07-08,55,
JB,cest-1.2,5,2,,Y,OP50,TA,,2021-07-08,55,
JB,cest-1.2,5,4,,Y,OP50,TA,,2021-07-08,55,
JB,cest-1.2,5,3,,Y,OP50,TA,,2021-07-08,56,
JB,cest-1.2,5,2,,Y,OP50,TA,,2021-07-08,56,
JB,cest-1.2,5,3,,N,OP50,TA,,2021-07-08,56,
JB,cest-1.2,5,4,,Y,OP50,TA,,2021-07-08,56,
JB,cest-1.2,5,3,,Y,OP50,TA,,2021-07-08,56,
JB,cest-1.2,5,3,,Y,OP50,TA,,2021-07-08,56,
JB,cest-1.2,5,3,,Y,OP50,TA,,2021-07-08,56,
JB,cest-1.2,5,3,,Y,OP50,TA,,2021-07-08,56,
JB,cest-1.2,5,5,,N,OP50,TA,,2021-07-08,56,
JB,cest-1.2,5,4,,Y,OP50,TA,,2021-07-08,56,
JB,cest-1.2,5,1,,Y,BW25113,,,2021-07-14,57,
JB,cest-1.2,5,2,,Y,BW25113,,,2021-07-14,57,
JB,cest-1.2,5,5,,Y,BW25113,,,2021-07-14,57,
JB,cest-1.2,5,3,,Y,BW25113,,,2021-07-14,57,
JB,cest-1.2,5,3,,N,BW25113,,,2021-07-14,57,
JB,cest-1.2,5,2,,Y,BW25113,,,2021-07-14,57,
JB,cest-1.2,5,3,,Y,BW25113,,,2021-07-14,57,
JB,cest-1.2,5,5,,Y,BW25113,,,2021-07-14,57,
JB,cest-1.2,5,4,,Y,BW25113,,,2021-07-14,57,
JB,cest-1.2,5,4,,N,BW25113,,,2021-07-14,57,
JB,cest-1.2,5,2,,Y,BW25113,,,2021-07-14,58,
JB,cest-1.2,5,3,,Y,BW25113,,,2021-07-14,58,
JB,cest-1.2,5,4,,Y,BW25113,,,2021-07-14,58,
JB,cest-1.2,5,3,,Y,BW25113,,,2021-07-14,58,
JB,cest-1.2,5,5,,Y,BW25113,,,2021-07-14,58,
JB,cest-1.2,5,4,,Y,BW25113,,,2021-07-14,58,
JB,cest-1.2,5,4,,N,BW25113,,,2021-07-14,58,
JB,cest-1.2,5,3,,N,BW25113,,,2021-07-14,58,
JB,cest-1.2,5,7,,N,tnaA,,,2021-07-14,59,
JB,cest-1.2,5,4,,Y,tnaA,,,2021-07-14,59,
JB,cest-1.2,5,3,,Y,tnaA,,,2021-07-14,59,
JB,cest-1.2,5,2,,Y,tnaA,,,2021-07-14,59,
JB,cest-1.2,5,3,,N,tnaA,,,2021-07-14,59,
JB,cest-1.2,5,4,,N,tnaA,,,2021-07-14,59,
JB,cest-1.2,5,4,,Y,tnaA,,,2021-07-14,59,
JB,cest-1.2,5,4,,Y,tnaA,,,2021-07-14,59,
JB,cest-1.2,5,4,,Y,tnaA,,,2021-07-14,59,
JB,cest-1.2,5,3,,N,tnaA,,,2021-07-14,59,
JB,cest-1.2,5,3,,Y,tnaA,,,2021-07-14,60,
JB,cest-1.2,5,4,,Y,tnaA,,,2021-07-14,60,
JB,cest-1.2,5,4,,Y,tnaA,,,2021-07-14,60,
JB,cest-1.2,5,3,,Y,tnaA,,,2021-07-14,60,
JB,cest-1.2,5,4,,Y,tnaA,,,2021-07-14,60,
JB,cest-1.2,5,3,,Y,tnaA,,,2021-07-14,60,
JB,cest-1.2,5,2,,N,tnaA,,,2021-07-14,60,
JB,cest-1.2,5,2,,Y,tnaA,,,2021-07-14,60,
JB,cest-1.2,5,3,,Y,tnaA,,,2021-07-14,60,
JB,N2,5,4,,N,tnaA,,,2021-07-14,61,
JB,N2,5,5,,Y,tnaA,,,2021-07-14,61,
JB,N2,5,2,,Y,tnaA,,,2021-07-14,61,
JB,N2,5,4,,N,tnaA,,,2021-07-14,61,
JB,N2,5,2,,N,tnaA,,,2021-07-14,61,
JB,N2,5,6,,Y,tnaA,,,2021-07-14,61,
JB,N2,5,5,,N,tnaA,,,2021-07-14,61,
JB,N2,5,3,,Y,tnaA,,,2021-07-14,61,
JB,N2,5,3,,N,tnaA,,,2021-07-14,61,
JB,N2,5,4,,Y,tnaA,,,2021-07-14,61,
JB,N2,5,6,,Y,tnaA,,,2021-07-14,62,
JB,N2,5,2,,Y,tnaA,,,2021-07-14,62,
JB,N2,5,5,,Y,tnaA,,,2021-07-14,62,
JB,N2,5,6,,Y,tnaA,,,2021-07-14,62,
JB,N2,5,5,,Y,tnaA,,,2021-07-14,62,
JB,N2,5,2,,Y,tnaA,,,2021-07-14,62,
JB,N2,5,5,,Y,tnaA,,,2021-07-14,62,
JB,N2,5,2,,Y,tnaA,,,2021-07-14,62,
JB,N2,5,5,,N,tnaA,,,2021-07-14,62,
JB,N2,5,2,,N,tnaA,,,2021-07-14,62,
JB,N2,5,3,,N,BW25113,,,2021-07-14,63,
JB,N2,5,4,,Y,BW25113,,,2021-07-14,63,
JB,N2,5,3,,Y,BW25113,,,2021-07-14,63,
JB,N2,5,2,,Y,BW25113,,,2021-07-14,63,
JB,N2,5,4,,Y,BW25113,,,2021-07-14,63,
JB,N2,5,4,,Y,BW25113,,,2021-07-14,63,
JB,N2,5,3,,Y,BW25113,,,2021-07-14,63,
JB,N2,5,3,,Y,BW25113,,,2021-07-14,63,
JB,N2,5,4,,Y,BW25113,,,2021-07-14,63,
JB,N2,5,4,,Y,BW25113,,,2021-07-14,63,
JB,N2,5,3,,Y,BW25113,,,2021-07-14,64,
JB,N2,5,3,,Y,BW25113,,,2021-07-14,64,
JB,N2,5,3,,Y,BW25113,,,2021-07-14,64,
JB,N2,5,2,,Y,BW25113,,,2021-07-14,64,
JB,N2,5,2,,Y,BW25113,,,2021-07-14,64,
JB,N2,5,6,,Y,BW25113,,,2021-07-14,64,
JB,N2,5,4,,Y,BW25113,,,2021-07-14,64,
JB,N2,5,3,,Y,BW25113,,,2021-07-14,64,
JB,N2,5,4,,Y,BW25113,,,2021-07-14,64,
JB,N2,5,3,,Y,BW25113,,,2021-07-14,64,
JB,N2,5,3,,Y,OP50,,,2021-07-14,65,
JB,N2,5,4,,Y,OP50,,,2021-07-14,65,
JB,N2,5,2,,Y,OP50,,,2021-07-14,65,
JB,N2,5,4,,Y,OP50,,,2021-07-14,65,
JB,N2,5,4,,Y,OP50,,,2021-07-14,65,
JB,N2,5,7,,Y,OP50,,,2021-07-14,65,
JB,N2,5,5,,Y,OP50,,,2021-07-14,65,
JB,N2,5,3,,Y,OP50,,,2021-07-14,65,
JB,N2,5,3,,Y,OP50,,,2021-07-14,65,
JB,N2,5,3,,Y,OP50,,,2021-07-14,65,
JB,N2,5,3,,Y,OP50,,,2021-07-14,66,
JB,N2,5,3,,Y,OP50,,,2021-07-14,66,
JB,N2,5,4,,Y,OP50,,,2021-07-14,66,
JB,N2,5,4,,Y,OP50,,,2021-07-14,66,
JB,N2,5,4,,Y,OP50,,,2021-07-14,66,
JB,N2,5,3,,Y,OP50,,,2021-07-14,66,
JB,N2,5,7,,N,OP50,,,2021-07-14,66,
JB,N2,5,5,,Y,OP50,,,2021-07-14,66,
JB,N2,5,2,,Y,OP50,,,2021-07-14,66,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-14,67,
JB,cest-1.2,5,2,,N,OP50,,,2021-07-14,67,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-14,67,
JB,cest-1.2,5,2,,Y,OP50,,,2021-07-14,67,
JB,cest-1.2,5,3,,Y,OP50,,,2021-07-14,67,
JB,cest-1.2,5,5,,Y,OP50,,,2021-07-14,67,
JB,cest-1.2,5,3,,Y,OP50,,,2021-07-14,67,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-14,67,
JB,cest-1.2,5,3,,Y,OP50,,,2021-07-14,67,
JB,cest-1.2,5,7,,Y,OP50,,,2021-07-14,67,
JB,cest-1.2,5,2,,Y,OP50,,,2021-07-14,68,
JB,cest-1.2,5,2,,Y,OP50,,,2021-07-14,68,
JB,cest-1.2,5,3,,Y,OP50,,,2021-07-14,68,
JB,cest-1.2,5,3,,Y,OP50,,,2021-07-14,68,
JB,cest-1.2,5,2,,Y,OP50,,,2021-07-14,68,
JB,cest-1.2,5,3,,Y,OP50,,,2021-07-14,68,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-14,68,
JB,cest-1.2,5,2,,Y,OP50,,,2021-07-14,68,
JB,cest-1.2,5,2,,Y,OP50,,,2021-07-14,68,
JB,cest-1.2,5,5,,Y,OP50,H2O,,2021-07-15,69,
JB,cest-1.2,5,4,,Y,OP50,H2O,,2021-07-15,69,
JB,cest-1.2,5,3,,N,OP50,H2O,,2021-07-15,69,
JB,cest-1.2,5,4,,Y,OP50,H2O,,2021-07-15,69,
JB,cest-1.2,5,4,,Y,OP50,H2O,,2021-07-15,69,
JB,cest-1.2,5,2,,Y,OP50,H2O,,2021-07-15,69,
JB,cest-1.2,5,5,,N,OP50,H2O,,2021-07-15,69,
JB,cest-1.2,5,4,,Y,OP50,H2O,,2021-07-15,69,
JB,cest-1.2,5,3,,Y,OP50,H2O,,2021-07-15,69,
JB,cest-1.2,5,5,,Y,OP50,H2O,,2021-07-15,69,
JB,cest-1.2,5,5,,N,OP50,H2O,,2021-07-15,70,
JB,cest-1.2,5,4,,Y,OP50,H2O,,2021-07-15,70,
JB,cest-1.2,5,5,,Y,OP50,H2O,,2021-07-15,70,
JB,cest-1.2,5,3,,Y,OP50,H2O,,2021-07-15,70,
JB,cest-1.2,5,4,,Y,OP50,H2O,,2021-07-15,70,
JB,cest-1.2,5,4,,Y,OP50,H2O,,2021-07-15,70,
JB,cest-1.2,5,3,,Y,OP50,H2O,,2021-07-15,70,
JB,cest-1.2,5,3,,Y,OP50,H2O,,2021-07-15,70,
JB,cest-1.2,5,4,,Y,OP50,H2O,,2021-07-15,70,
JB,cest-1.2,5,4,,Y,OP50,H2O,,2021-07-15,70,
JB,N2,5,2,,Y,OP50,H2O,,2021-07-15,71,
JB,N2,5,2,,N,OP50,H2O,,2021-07-15,71,
JB,N2,5,3,,Y,OP50,H2O,,2021-07-15,71,
JB,N2,5,3,,Y,OP50,H2O,,2021-07-15,71,
JB,N2,5,5,,Y,OP50,H2O,,2021-07-15,71,
JB,N2,5,6,,Y,OP50,H2O,,2021-07-15,71,
JB,N2,5,3,,Y,OP50,H2O,,2021-07-15,71,
JB,N2,5,2,,N,OP50,H2O,,2021-07-15,71,
JB,N2,5,4,,Y,OP50,H2O,,2021-07-15,71,
JB,N2,5,4,,N,OP50,H2O,,2021-07-15,71,
JB,N2,5,5,,Y,OP50,H2O,,2021-07-15,72,
JB,N2,5,4,,N,OP50,H2O,,2021-07-15,72,
JB,N2,5,6,,Y,OP50,H2O,,2021-07-15,72,
JB,N2,5,3,,Y,OP50,H2O,,2021-07-15,72,
JB,N2,5,4,,N,OP50,H2O,,2021-07-15,72,
JB,N2,5,9,,Y,OP50,H2O,,2021-07-15,72,
JB,N2,5,3,,Y,OP50,H2O,,2021-07-15,72,
JB,N2,5,4,,Y,OP50,H2O,,2021-07-15,72,
JB,N2,5,3,,Y,OP50,H2O,,2021-07-15,72,
JB,N2,5,3,,Y,OP50,TA,,2021-07-15,73,
JB,N2,5,3,,Y,OP50,TA,,2021-07-15,73,
JB,N2,5,3,,N,OP50,TA,,2021-07-15,73,
JB,N2,5,4,,N,OP50,TA,,2021-07-15,73,
JB,N2,5,6,,Y,OP50,TA,,2021-07-15,73,
JB,N2,5,4,,Y,OP50,TA,,2021-07-15,73,
JB,N2,5,3,,Y,OP50,TA,,2021-07-15,73,
JB,N2,5,2,,N,OP50,TA,,2021-07-15,73,
JB,N2,5,2,,N,OP50,TA,,2021-07-15,73,
JB,N2,5,3,,Y,OP50,TA,,2021-07-15,73,
JB,N2,5,3,,N,OP50,TA,,2021-07-15,74,
JB,N2,5,5,,N,OP50,TA,,2021-07-15,74,
JB,N2,5,7,,Y,OP50,TA,,2021-07-15,74,
JB,N2,5,5,,Y,OP50,TA,,2021-07-15,74,
JB,N2,5,3,,N,OP50,TA,,2021-07-15,74,
JB,N2,5,2,,Y,OP50,TA,,2021-07-15,74,
JB,N2,5,5,,N,OP50,TA,,2021-07-15,74,
JB,N2,5,3,,N,OP50,TA,,2021-07-15,74,
JB,N2,5,6,,Y,OP50,TA,,2021-07-15,74,
JB,N2,5,4,,Y,OP50,TA,,2021-07-15,74,
JB,cest-1.2,5,4,,Y,OP50,TA,,2021-07-15,75,
JB,cest-1.2,5,4,,Y,OP50,TA,,2021-07-15,75,
JB,cest-1.2,5,3,,Y,OP50,TA,,2021-07-15,75,
JB,cest-1.2,5,3,,Y,OP50,TA,,2021-07-15,75,
JB,cest-1.2,5,4,,N,OP50,TA,,2021-07-15,75,
JB,cest-1.2,5,5,,Y,OP50,TA,,2021-07-15,75,
JB,cest-1.2,5,7,,Y,OP50,TA,,2021-07-15,75,
JB,cest-1.2,5,2,,Y,OP50,TA,,2021-07-15,75,
JB,cest-1.2,5,3,,Y,OP50,TA,,2021-07-15,75,
JB,cest-1.2,5,8,,Y,OP50,TA,,2021-07-15,75,
JB,cest-1.2,5,1,,Y,OP50,TA,,2021-07-15,76,
JB,cest-1.2,5,4,,Y,OP50,TA,,2021-07-15,76,
JB,cest-1.2,5,3,,Y,OP50,TA,,2021-07-15,76,
JB,cest-1.2,5,3,,N,OP50,TA,,2021-07-15,76,
JB,cest-1.2,5,4,,Y,OP50,TA,,2021-07-15,76,
JB,cest-1.2,5,2,,Y,OP50,TA,,2021-07-15,76,
JB,cest-1.2,5,3,,N,OP50,TA,,2021-07-15,76,
JB,cest-1.2,5,3,,Y,OP50,TA,,2021-07-15,76,
JB,cest-1.2,5,5,,Y,OP50,TA,,2021-07-15,76,
JB,cest-1.2,5,5,,N,OP50,TA,,2021-07-15,76,
JB,N2,5,4,,N,OP50,,,2021-07-23,77,
JB,N2,5,3,,Y,OP50,,,2021-07-23,77,
JB,N2,5,7,,Y,OP50,,,2021-07-23,77,
JB,N2,5,2,,N,OP50,,,2021-07-23,77,
JB,N2,5,4,,Y,OP50,,,2021-07-23,77,
JB,N2,5,6,,Y,OP50,,,2021-07-23,77,
JB,N2,5,3,,Y,OP50,,,2021-07-23,77,
JB,N2,5,3,,Y,OP50,,,2021-07-23,77,
JB,N2,5,4,,Y,OP50,,,2021-07-23,77,
JB,N2,5,5,,Y,OP50,,,2021-07-23,77,
JB,N2,5,3,,Y,OP50,,,2021-07-23,77,
JB,N2,5,2,,N,OP50,,plate contaminated,2021-07-23,78,
JB,N2,5,3,,N,OP50,,plate contaminated,2021-07-23,78,
JB,N2,5,6,,Y,OP50,,plate contaminated,2021-07-23,78,
JB,N2,5,3,,Y,OP50,,plate contaminated,2021-07-23,78,
JB,N2,5,2,,Y,OP50,,plate contaminated,2021-07-23,78,
JB,N2,5,4,,Y,OP50,,plate contaminated,2021-07-23,78,
JB,N2,5,4,,Y,OP50,,plate contaminated,2021-07-23,78,
JB,cest-1.2,5,2,,Y,OP50,,,2021-07-23,79,
JB,cest-1.2,5,2,,Y,OP50,,,2021-07-23,79,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-23,79,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-23,79,
JB,cest-1.2,5,3,,N,OP50,,,2021-07-23,79,
JB,cest-1.2,5,3,,N,OP50,,,2021-07-23,79,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-23,79,
JB,cest-1.2,5,2,,Y,OP50,,,2021-07-23,79,
JB,cest-1.2,5,3,,N,OP50,,,2021-07-23,79,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-23,79,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-23,80,
JB,cest-1.2,5,1,,Y,OP50,,,2021-07-23,80,
JB,cest-1.2,5,3,,N,OP50,,,2021-07-23,80,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-23,80,
JB,cest-1.2,5,3,,Y,OP50,,,2021-07-23,80,
JB,cest-1.2,5,3,,Y,OP50,,,2021-07-23,80,
JB,cest-1.2,5,5,,Y,OP50,,,2021-07-23,80,
JB,cest-1.2,5,5,,Y,OP50,,,2021-07-23,80,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-23,80,
JB,cest-1.2,5,5,,Y,OP50,,,2021-07-23,80,
JB,cest-1.2,5,3,,N,OP50,,,2021-07-23,81,
JB,cest-1.2,5,6,,Y,OP50,,,2021-07-23,81,
JB,cest-1.2,5,2,,Y,OP50,,,2021-07-23,81,
JB,cest-1.2,5,3,,Y,OP50,,,2021-07-23,81,
JB,cest-1.2,5,5,,Y,OP50,,,2021-07-23,81,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-23,81,
JB,cest-1.2,5,4,,N,OP50,,,2021-07-23,81,
JB,cest-1.2,5,3,,N,OP50,,,2021-07-23,81,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-23,81,
JB,cest-1.2,5,7,,Y,OP50,,,2021-07-23,81,
JB,cest-1.2,5,3,,N,OP50,,,2021-07-23,82,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-23,82,
JB,cest-1.2,5,2,,Y,OP50,,,2021-07-23,82,
JB,cest-1.2,5,3,,N,OP50,,,2021-07-23,82,
JB,cest-1.2,5,3,,N,OP50,,,2021-07-23,82,
JB,cest-1.2,5,2,,N,OP50,,,2021-07-23,82,
JB,cest-1.2,5,4,,Y,OP50,,,2021-07-23,82,
JB,cest-1.2,5,5,,Y,OP50,,,2021-07-23,82,
JB,cest-1.2,5,3,,N,OP50,,,2021-07-23,82,
JB,N2,5,7,,Y,OP50,,,2021-07-23,83,
JB,N2,5,6,,Y,OP50,,,2021-07-23,83,
JB,N2,5,4,,Y,OP50,,,2021-07-23,83,
JB,N2,5,3,,Y,OP50,,,2021-07-23,83,
JB,N2,5,4,,Y,OP50,,,2021-07-23,83,
JB,N2,5,5,,Y,OP50,,,2021-07-23,83,
JB,N2,5,5,,N,OP50,,,2021-07-23,83,
JB,N2,5,6,,Y,OP50,,,2021-07-23,83,
JB,N2,5,6,,Y,OP50,,,2021-07-23,83,
JB,N2,5,4,,Y,OP50,,,2021-07-23,84,
JB,N2,5,4,,Y,OP50,,,2021-07-23,84,
JB,N2,5,5,,Y,OP50,,,2021-07-23,84,
JB,N2,5,4,,Y,OP50,,,2021-07-23,84,
JB,N2,5,3,,Y,OP50,,,2021-07-23,84,
JB,N2,5,4,,Y,OP50,,,2021-07-23,84,
JB,N2,5,5,,Y,OP50,,,2021-07-23,84,
JB,N2,5,5,,Y,OP50,,,2021-07-23,84,
JB,N2,5,5,,Y,OP50,,,2021-07-23,84,
JB,cest-1.2,5,3,,Y,BW25113,,,2021-07-27,85,
JB,cest-1.2,5,2,,Y,BW25113,,,2021-07-27,85,
JB,cest-1.2,5,4,,N,BW25113,,,2021-07-27,85,
JB,cest-1.2,5,5,,Y,BW25113,,,2021-07-27,85,
JB,cest-1.2,5,4,,Y,BW25113,,,2021-07-27,85,
JB,cest-1.2,5,4,,Y,BW25113,,,2021-07-27,85,
